id,city,type,name,desc,link,put,put_link
1691,Los Angeles,bus,Los Angeles Central Bus Terminal,Intercity bus terminal with connections across United States,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1692,Chicago,plane,Chicago International Airport,Main airport connecting Chicago to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1693,Chicago,bus,Chicago Central Bus Terminal,Intercity bus terminal with connections across United States,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1694,Miami,plane,Miami International Airport,Main airport connecting Miami to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1695,Miami,bus,Miami Central Bus Terminal,Intercity bus terminal with connections across United States,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1696,San Francisco,plane,San Francisco International Airport,Main airport connecting San Francisco to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1697,San Francisco,bus,San Francisco Central Bus Terminal,Intercity bus terminal with connections across United States,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1698,Charlotte Amalie,plane,Charlotte Amalie International Airport,Main airport connecting Charlotte Amalie to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1699,Charlotte Amalie,bus,Charlotte Amalie Central Bus Terminal,Intercity bus terminal with connections across United States Virgin Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1700,Montevideo,plane,Montevideo International Airport,Main airport connecting Montevideo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1701,Montevideo,bus,Montevideo Central Bus Terminal,Intercity bus terminal with connections across Uruguay,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1702,Barra de Carrasco,plane,Barra de Carrasco International Airport,Main airport connecting Barra de Carrasco to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1703,Barra de Carrasco,bus,Barra de Carrasco Central Bus Terminal,Intercity bus terminal with connections across Uruguay,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1704,Canelones,plane,Canelones International Airport,Main airport connecting Canelones to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1705,Canelones,bus,Canelones Central Bus Terminal,Intercity bus terminal with connections across Uruguay,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1706,Colonia del Sacramento,plane,Colonia del Sacramento International Airport,Main airport connecting Colonia del Sacramento to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1707,Colonia del Sacramento,bus,Colonia del Sacramento Central Bus Terminal,Intercity bus terminal with connections across Uruguay,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1708,Tashkent,plane,Tashkent International Airport,Main airport connecting Tashkent to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1709,Tashkent,bus,Tashkent Central Bus Terminal,Intercity bus terminal with connections across Uzbekistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1710,Andijon Viloyati,plane,Andijon Viloyati International Airport,Main airport connecting Andijon Viloyati to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1711,Andijon Viloyati,bus,Andijon Viloyati Central Bus Terminal,Intercity bus terminal with connections across Uzbekistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1712,Buxoro Viloyati,plane,Buxoro Viloyati International Airport,Main airport connecting Buxoro Viloyati to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1713,Buxoro Viloyati,bus,Buxoro Viloyati Central Bus Terminal,Intercity bus terminal with connections across Uzbekistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1714,Farg'ona Viloyati,plane,Farg'ona Viloyati International Airport,Main airport connecting Farg'ona Viloyati to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1715,Farg'ona Viloyati,bus,Farg'ona Viloyati Central Bus Terminal,Intercity bus terminal with connections across Uzbekistan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1716,Port Vila,plane,Port Vila International Airport,Main airport connecting Port Vila to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1717,Port Vila,bus,Port Vila Central Bus Terminal,Intercity bus terminal with connections across Vanuatu,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1718,Malampa,plane,Malampa International Airport,Main airport connecting Malampa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1719,Malampa,bus,Malampa Central Bus Terminal,Intercity bus terminal with connections across Vanuatu,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1720,Penama,plane,Penama International Airport,Main airport connecting Penama to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1721,Penama,bus,Penama Central Bus Terminal,Intercity bus terminal with connections across Vanuatu,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1722,Sanma,plane,Sanma International Airport,Main airport connecting Sanma to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1723,Sanma,bus,Sanma Central Bus Terminal,Intercity bus terminal with connections across Vanuatu,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1724,Vatican City,plane,Vatican City International Airport,Main airport connecting Vatican City to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1725,Vatican City,bus,Vatican City Central Bus Terminal,Intercity bus terminal with connections across Vatican City,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1726,Caracas,plane,Caracas International Airport,Main airport connecting Caracas to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1727,Caracas,bus,Caracas Central Bus Terminal,Intercity bus terminal with connections across Venezuela,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1728,Acarigua,plane,Acarigua International Airport,Main airport connecting Acarigua to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
